"description","seller","seller/address/0","seller/address/1","seller/address/2","seller/address/3","seller/address/4","seller/averageRating","seller/businessName","seller/id","seller/name","seller/phone","seller/reviewsCount","seller/url","galleryThumbnails/0","galleryThumbnails/1","galleryThumbnails/2","galleryThumbnails/3","galleryThumbnails/4","galleryThumbnails/5","galleryThumbnails/6","author","listPrice","listPrice/currency","listPrice/value","title","url","hasReviews","price","price/currency","price/value","shippingPrice","shippingPrice/currency","shippingPrice/value","delivery","stars","inStock","categoryPageData/isSponsored","categoryPageData/productPosition","categoryPageData/saleSummary"
"This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.",,,,,,,,,"AG51W4NJBNMEO","SBG Prime",,,"https://www.amazon.com/sp?seller=AG51W4NJBNMEO","https://m.media-amazon.com/images/I/413p4RLOLDL._SX38_SY50_CR,0,0,38.jpg","https://m.media-amazon.com/images/I/41VIkA31qZL._SX38_SY50_CR,0,0,38.jpg","https://m.media-amazon.com/images/I/51rqQxrOLNL._SX38_SY50_CR,0,0,38.jpg","https://m.media-amazon.com/images/I/41acTnFQ3lL._SX38_SY50_CR,0,0,38.jpg","https://m.media-amazon.com/images/I/4164Vtn3YKL._SX38_SY50_CR,0,0,38.jpg","https://m.media-amazon.com/images/I/51k4e7P7N4L._SX38_SY50_CR,0,0,38.jpg","https://m.media-amazon.com/images/I/41GmJzUV3IL._SX38_SY50_CR,0,0,38.jpg",,,,,"Logitech G815 LIGHTSYNC RGB Mechanical Gaming Keyboard with Low Profile GL Clicky key switch, 5 programmable G-keys, USB Passthrough, dedicated media control - Clicky, Black (Renewed)","https://www.amazon.com/dp/B08M9KLGQ3","true",,"$","92.44",,,,"Saturday, January 25","4.3","true","true","68",
,,,,,,,,,"A1EFL1J69ZJCO9","Jukegear",,,"https://www.amazon.com/sp?seller=A1EFL1J69ZJCO9","https://m.media-amazon.com/images/I/41Oxb+xRYLL._AC_US.jpg","https://m.media-amazon.com/images/I/41bAR6-3ryL._AC_US.jpg","https://m.media-amazon.com/images/I/51gYpuAIB9L._AC_US.jpg","https://m.media-amazon.com/images/I/41eGqUokMqL._AC_US.jpg","https://m.media-amazon.com/images/I/51+Eu6l3qvL._AC_US.jpg","https://m.media-amazon.com/images/I/51-Pnm8quWL._AC_US.jpg",,,,"$","39.99","Large Print Backlit Keyboard Wired - Easy to See and Type - Light Up Keyboard for Seniors, Elderly, Kids - USB Lighted Keyboard, 7 Backlight Colors, Oversize Letters - Easy View PC, Computer Keyboards","https://www.amazon.com/dp/B09296NQ32","true",,"$","29.99",,,,"Saturday, January 25","4.2","true","true","102",
,,,,,,,,,"A2DMLSKSOJVRQ1","buynew ecommerce",,,"https://www.amazon.com/sp?seller=A2DMLSKSOJVRQ1","https://m.media-amazon.com/images/I/31u0RjrSqOL._AC_US.jpg","https://m.media-amazon.com/images/I/51paVeAElBL._AC_US.jpg","https://m.media-amazon.com/images/I/51kySQW8tVL._AC_US.jpg","https://m.media-amazon.com/images/I/51LavFIIbaL._AC_US.jpg","https://m.media-amazon.com/images/I/41fbEaBnTiL._AC_US.jpg","https://m.media-amazon.com/images/I/51tpO1UeA+L._AC_US.jpg","https://m.media-amazon.com/images/I/51rw9Zv4NzL._AC_US.jpg",,,"$","32.99","Newmen GM326 75% Percent Mechanical Keyboard,Wired Mini Backlit Hot Swappable Gaming Mechanical Keyboard with Knob,82 Keys Anti-Ghosting Compact White Gaming Keyboard for PC Win Mac,Red Switch","https://www.amazon.com/dp/B0CFL6MNQG","true",,"$","22.99",,,,"Saturday, January 25","4.2","true","true","98",
"Whether you're using a desktop computer at the office or computing from the kitchen table with a laptop PC, break free from the tethered life with the HP 230 Wireless Keyboard. Thanks to its full-sized, low-profile chiclet keys and integrated number pad, you'll enjoy greater comfort and productivity without the distracting keystroke clicks. Say goodbye to cord clutter and enjoy the freedom of untethered 2.4GHz wireless connectivity (1) using the USB-A dongle receiver. Beyond its sleek, comfortable design, the HP wireless keyboard also features full-size F1-F12 keycap shortcuts that let you instantly activate popular functions for even greater efficiency. And thanks to its energy-efficient design, the HP 230 Wireless Keyboard lets you stay productive all-day, every day without interruption with up to 16 months of keyboard use on just two AAA batteries (2). Type with confidence knowing your HP 230 Wireless Keyboard is backed by HP's 2-year limited warranty (3). (1) Wireless connectivity up to 32.8ft (10m). (2) Actual battery life will vary with use and environmental conditions and will naturally decrease with time and usage. (3) HP includes a two-year limited warranty with online support available 24x7. Consult the HP Customer Support Center for details, or go to www.hp.com/go/orderdocuments. Internet access required and not included. Actual product may vary from image shown.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41O9e9V+PHL._AC_US.jpg","https://m.media-amazon.com/images/I/41sCD2zBzoL._AC_US.jpg","https://m.media-amazon.com/images/I/51Immi8GhZL._AC_US.jpg","https://m.media-amazon.com/images/I/51bc557SVYL._AC_US.jpg","https://m.media-amazon.com/images/I/51ga5VA6vnL._AC_US.jpg","https://m.media-amazon.com/images/I/51ArSmC49kL._AC_US.jpg",,,,,,"HP 230 Wireless Keyboard - Wireless Connection - Low-Profile, Quiet Design - Windows & Mac OS - Laptop, PC Compatible - Shortcut Keys & Number Pad - Long Battery Life (‎3L1E7AA#ABA),Black","https://www.amazon.com/dp/B09W2SV2JD","true",,"$","18.99",,,,"Saturday, January 25","4.3","true","true","97",
,,,,,,,,,"A1X6FIAIH64IC","Manhattan Products",,,"https://www.amazon.com/sp?seller=A1X6FIAIH64IC","https://m.media-amazon.com/images/I/41DeqzbvqLL._AC_US.jpg","https://m.media-amazon.com/images/I/41kBs4SRalL._AC_US.jpg","https://m.media-amazon.com/images/I/419hRTp9UJL._AC_US.jpg","https://m.media-amazon.com/images/I/41PpohPzcwL._AC_US.jpg","https://m.media-amazon.com/images/I/51q85X7dJxL._AC_US.jpg","https://m.media-amazon.com/images/I/313Q0R-ToML._AC_US.jpg",,,,,,"Manhattan Wired Computer Keyboard – Basic Black Keyboard - with 4.5ft USB-A Cable, 104-keys, Foldable Stands - Compatible for Windows, PC, Laptop - 3 Yr Mfg Warranty – 179324","https://www.amazon.com/dp/B07RQVB3HQ","true",,"$","12.49",,,,"Saturday, January 25","4.2","true","true","100",
"Type in comfort and get more done with the Logitech Signature K650 Wireless Comfort Keyboard. Featuring a built-in soft-touch palm rest and deep-cushioned keys, this comfortable keyboard lets you type with ease all day long. The adjustable feet offer two different tilt angles so you can customize your typing position, and the full-size keyboard layout provides convenient access to all the right keys. Logitech’s upgraded shortcut keyboard helps you save time with 24 different commands including mic mute and unmute, screenshot, and web navigation. Designed for versatility, it offers two different wireless options for connecting to your computer: Bluetooth or the included Logi Bolt USB receiver. Powered by 2 AA batteries that will last up to 36 months (1), this wireless computer keyboard is also compatible with multiple operating systems, including Windows, Mac and Chrome. Reliable and hassle-free, it’s an easy-to-clean, spill-resistant work keyboard. Upgrade to better productivity and more flexibility by combining your wireless Logitech keyboard with the Signature M650 mouse and downloading the Logi Options+ Software App (2) to personalize your experience. (1) Battery life may vary based on user and computing conditions (2) Logi Options+ software available only on Windows 10 and macOS 10.15 or later (3) Device basic functions will be supported without software for systems other than Windows and macOS. (4) Excludes plastic in printed wiring assembly (PWA) and packaging (5) ©2022 Logitech. Logitech, Logi and their logos are trademarks or registered trademarks of Logitech Europe S.A. or its affiliates in the U.S. and/or other countries. (6)Wireless range may vary based on user, environmental, and computing conditions. (7) Dictation function requires the user to use device microphone (Required only for China) (8) Bluetooth® is recommended for Chrome OS. Use of Chrome with Logi Bolt USB receiver will face experience limitations",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41f5otv29FL._AC_US.jpg","https://m.media-amazon.com/images/I/51p35OXDd9L._AC_US.jpg","https://m.media-amazon.com/images/I/41Xnjl5SMfL._AC_US.jpg","https://m.media-amazon.com/images/I/51YklJc3CNL._AC_US.jpg","https://m.media-amazon.com/images/I/417BGvdvBEL._AC_US.jpg","https://m.media-amazon.com/images/I/41viIFTYrfL._AC_US.jpg",,,,"$","49.99","Logitech Signature K650 Comfort Full-Size Wireless Keyboard with Wrist Rest, BLE Bluetooth or Logi Bolt USB Receiver, Deep-Cushioned Keys, Numpad, Compatible with Most OS/PC/Window/Mac - Graphite","https://www.amazon.com/dp/B0B4ZWZ89X","true",,"$","43.99",,,,"Saturday, January 25","4.4","true","true","99",
,,,,,,,,,"AEC7TQV321O67","Yunzii Keyboard",,,"https://www.amazon.com/sp?seller=AEC7TQV321O67","https://m.media-amazon.com/images/I/41qinvPMCkL._AC_US.jpg","https://m.media-amazon.com/images/I/51j-7uREsZL._AC_US.jpg","https://m.media-amazon.com/images/I/51IVJW32MHL._AC_US.jpg","https://m.media-amazon.com/images/I/51q4hQ7DxHL._AC_US.jpg","https://m.media-amazon.com/images/I/51wtemPMHjL._AC_US.jpg","https://m.media-amazon.com/images/I/51oNqk+83fL._AC_US.jpg",,,,"$","89.99","YUNZII YZ75 75% Hot Swappable Wireless Gaming Mechanical Keyboard, RGB Backlights, BT5.0/2.4G/USB-C, Dye Sub PBT Keycaps for Linux/Win/Mac(Gateron G Pro Yellow, Black)","https://www.amazon.com/dp/B0BP79XV6R","true",,"$","80.99",,,,"Saturday, January 25","4.5","true","true","96",
,,,,,,,,,"AD4XU2XBZLYA8","teenemo",,,"https://www.amazon.com/sp?seller=AD4XU2XBZLYA8","https://m.media-amazon.com/images/I/410eu5PNmnL._AC_US.jpg","https://m.media-amazon.com/images/I/51BI9GDxv7L._AC_US.jpg","https://m.media-amazon.com/images/I/51HWgr+adYL._AC_US.jpg","https://m.media-amazon.com/images/I/51MdHr2XiwL._AC_US.jpg","https://m.media-amazon.com/images/I/51XEmthZ9tL._AC_US.jpg","https://m.media-amazon.com/images/I/51uzm6D0NOL._AC_US.jpg",,,,,,"Rii RK202 RGB Gaming Keyboard Multiple Color Rainbow LED Backlit USB Wired Gaming Keyboard,104 Keys Silent Keyboard with Wrist Rest for Windows & Mac PC Gamers (Black)","https://www.amazon.com/dp/B09KBFTSZS","true",,"$","13.5",,,,"Saturday, January 25","4.4","true","true","94",
,,,,,,,,,"A1FVA9L03NWUGF","JHVH TECH STORE",,,"https://www.amazon.com/sp?seller=A1FVA9L03NWUGF","https://m.media-amazon.com/images/I/41rjOMIKrmL._AC_US.jpg","https://m.media-amazon.com/images/I/51N4ny2Nt0L._AC_US.jpg","https://m.media-amazon.com/images/I/41qCg5olD8L._AC_US.jpg","https://m.media-amazon.com/images/I/51XiCrBfNGL._AC_US.jpg","https://m.media-amazon.com/images/I/51avUHOk37L._AC_US.jpg","https://m.media-amazon.com/images/I/41+O1Vz7k1L._AC_US.jpg",,,,,,"RisoPhy Mechanical Gaming Keyboard, RGB 104 Keys Ultra-Slim LED Backlit USB Wired Keyboard with Blue Switch, Durable Abs Keycaps/Anti-Ghosting/Spill-Resistant Computer Keyboard for PC Mac Xbox Gamer","https://www.amazon.com/dp/B09TR4Y91J","true",,"$","28.99",,,,"Saturday, January 25","4.4","true","true","93",
,,,,,,,,,"A3SBDOAENTRT1F","VirVentures",,,"https://www.amazon.com/sp?seller=A3SBDOAENTRT1F","https://m.media-amazon.com/images/I/414Ro2E+aSL._AC_US.jpg","https://m.media-amazon.com/images/I/41M91WPfy1L._AC_US.jpg","https://m.media-amazon.com/images/I/21MPImUypyL._AC_US.jpg","https://m.media-amazon.com/images/I/21fBJRMgcKL._AC_US.jpg","https://m.media-amazon.com/images/I/31dKdWJnkbL._AC_US.jpg","https://m.media-amazon.com/images/I/41Qe1XBr0IL._AC_US.jpg",,,,"$","109.99","8BitDo Retro Mechanical Keyboard, Bluetooth/2.4G/USB-C Hot Swappable Gaming Keyboard with 87 Keys, Dual Super Buttons and Super Stick for Windows and Android - C64 Edition","https://www.amazon.com/dp/B0CYSQWYZP","true",,"$","79.99",,,,"Saturday, January 25","4.7","true","true","88",
,,,,,,,,,"A3JTA3T7U3GQ9K","Camiysn Keyboard",,,"https://www.amazon.com/sp?seller=A3JTA3T7U3GQ9K","https://m.media-amazon.com/images/I/4182fURhLOL._AC_US.jpg","https://m.media-amazon.com/images/I/51ZKP07G5EL._AC_US.jpg","https://m.media-amazon.com/images/I/51XqtCPp0EL._AC_US.jpg","https://m.media-amazon.com/images/I/51K5TOT6C1L._AC_US.jpg","https://m.media-amazon.com/images/I/51BvPtR-GEL._AC_US.jpg","https://m.media-amazon.com/images/I/41zlbparSCL._AC_US.jpg",,,,,,"Camiysn Typewriter Style Mechanical Gaming Keyboard, Pink Retro Punk Gaming Keyboard with White Backlit, 104 Keys Blue Switch Wired Cute Keyboard, Round Keycaps for Windows/Mac/PC","https://www.amazon.com/dp/B095YNKNXC","true",,"$","39.99",,,,"Saturday, January 25","4.2","true","true","89",
,,,,,,,,,"A2IQSXU74UECOL","GHCHEN",,,"https://www.amazon.com/sp?seller=A2IQSXU74UECOL","https://m.media-amazon.com/images/I/31YmZXKOEAL._AC_US.jpg","https://m.media-amazon.com/images/I/414i82TVLeL._AC_US.jpg","https://m.media-amazon.com/images/I/41VtY0NOVuL._AC_US.jpg","https://m.media-amazon.com/images/I/41BOol7FimL._AC_US.jpg","https://m.media-amazon.com/images/I/41x+WI3RTeL._AC_US.jpg","https://m.media-amazon.com/images/I/41JyE7ny45L._AC_US.jpg","https://m.media-amazon.com/images/I/51Ag37KLCVL._AC_US.jpg",,,,,"Wired Computer Keyboard, Plug Play USB , Silent-Touch Chiclet Keys, Large Number Pad, LED Indicators，Ergonomic, Foldable Stands,Anti-Wear Letters Full Size Keyboard,for Windows Mac PC Laptop-black","https://www.amazon.com/dp/B0DGQQKRRX","true",,"$","9.99",,,,"Saturday, January 25","4.3","true","true","90",
,,,,,,,,,"ALSLF3ULUWXC6","Arteck",,,"https://www.amazon.com/sp?seller=ALSLF3ULUWXC6","https://m.media-amazon.com/images/I/41I6S6P6KDL._AC_US.jpg","https://m.media-amazon.com/images/I/51Io7BDkZxL._AC_US.jpg","https://m.media-amazon.com/images/I/41c58oUP0sL._AC_US.jpg","https://m.media-amazon.com/images/I/41lRve0ZVaL._AC_US.jpg","https://m.media-amazon.com/images/I/41BkyHNc+CL._AC_US.jpg","https://m.media-amazon.com/images/I/41QZFa2NVDL._AC_US.jpg","https://m.media-amazon.com/images/I/41fuD6qV-tL._AC_US.jpg",,,"$","30.99","Arteck Multi-Device Comfortable Wireless Bluetooth Keyboard with Nano USB-A, USB-C Type C Receiver Palm Wrist Rest Full Size Keyboard for Windows iPad OS Android, Computer Desktop Laptop PC Tablet","https://www.amazon.com/dp/B0CJ5CDLRZ","true",,"$","26.99",,,,"Saturday, January 25","4.1","true","true","92",
,,,,,,,,,"A1Y2HVFT1GWBYK","Excelsior USA",,,"https://www.amazon.com/sp?seller=A1Y2HVFT1GWBYK","https://m.media-amazon.com/images/I/51miOrz7FfL._AC_US.jpg","https://m.media-amazon.com/images/I/51Vf6IPzUbL._AC_US.jpg","https://m.media-amazon.com/images/I/5116PL2uAzL._AC_US.jpg","https://m.media-amazon.com/images/I/51sglvGDKvL._AC_US.jpg","https://m.media-amazon.com/images/I/51YOKLdEQiL._AC_US.jpg","https://m.media-amazon.com/images/I/51x58oEOpuL._AC_US.jpg",,,,,,"KLIM Chroma Wireless Gaming Keyboard RGB - Backlit Wireless Keyboard - Long-Lasting Rechargeable Battery - Quiet Water Resistant Ergonomic Keyboard - Teclado Gamer - PC PS5 PS4 Xbox One Mac - Black","https://www.amazon.com/dp/B07FLKYRFB","true",,"$","29.97",,,,"Saturday, January 25","4.3","true","true","87",
"The CORSAIR K70 PRO RGB Optical-Mechanical Gaming Keyboard delivers cutting-edge performance, equipped with hyper-fast CORSAIR OPX optical-mechanical keyswitches and CORSAIR AXON Hyper-Processing Technology. Win in style with an iconic aluminum frame and dynamic per-key RGB backlighting topped by durable PBT double-shot keycaps, easy to take on the go with a detachable USB Type-C cable. Powerful iCUE software on both PC and macOS enables custom macro programming, key remaps, and more, while dedicated media keys and an aluminum multi-function volume roller offer convenient control over media. With a tournament switch for instant compliance with competition guidelines and onboard storage for up to 50 profiles, the K70 PRO is ready to take on any challenge.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/412lnRV2s-L._AC_US.jpg","https://m.media-amazon.com/images/I/31Z0Wds3Y8L._AC_US.jpg","https://m.media-amazon.com/images/I/21dpmo5jk5L._AC_US.jpg","https://m.media-amazon.com/images/I/41mSnRBlZFL._AC_US.jpg","https://m.media-amazon.com/images/I/21JsZ9PLkPL._AC_US.jpg","https://m.media-amazon.com/images/I/31fNrhOD5XL._AC_US.jpg",,,,"$","179.99","Corsair K70 PRO RGB Optical-Mechanical Gaming Keyboard - OPX Linear Switches, PBT Double-Shot Keycaps, 8,000Hz Hyper-Polling, Magnetic Soft-Touch Palm Rest - NA Layout, QWERTY - White","https://www.amazon.com/dp/B0BBWJ6V1R","true",,"$","129.99",,,,"Saturday, January 25","4.5","true","true","83",
,,,,,,,,,"A2ZZZD9VI7GXXR","CX Electronic",,,"https://www.amazon.com/sp?seller=A2ZZZD9VI7GXXR","https://m.media-amazon.com/images/I/41ygOV7Gx-L._AC_US.jpg","https://m.media-amazon.com/images/I/51jb2aQ0Y5L._AC_US.jpg","https://m.media-amazon.com/images/I/41JXpn+OFuL._AC_US.jpg","https://m.media-amazon.com/images/I/41KfBXvqVhL._AC_US.jpg","https://m.media-amazon.com/images/I/41ubEuwgjgL._AC_US.jpg","https://m.media-amazon.com/images/I/41Gib8NMDAL._AC_US.jpg",,,,"$","64.99","RK ROYAL KLUDGE R75 Mechanical Keyboard Wired with Volume Knob, 75% Custom Gaming Keyboard Gasket Mount RGB Backlit with Software, MDA Profile, PBT Keycaps, Hot Swappable Linear Switch Creamy Sound","https://www.amazon.com/dp/B0CJ2LXNFN","true",,"$","59.99",,,,"Saturday, January 25","4.6","true","true","109",
,,,,,,,,,"AD4XU2XBZLYA8","teenemo",,,"https://www.amazon.com/sp?seller=AD4XU2XBZLYA8","https://m.media-amazon.com/images/I/41LgWus7p5L._AC_US.jpg","https://m.media-amazon.com/images/I/51KQqxSfGuL._AC_US.jpg","https://m.media-amazon.com/images/I/4137RzGefwL._AC_US.jpg","https://m.media-amazon.com/images/I/412FT3mzesL._AC_US.jpg","https://m.media-amazon.com/images/I/419rHuIuN2L._AC_US.jpg","https://m.media-amazon.com/images/I/41GA37IaZkL._AC_US.jpg","https://m.media-amazon.com/images/I/41uXByf-5IL._AC_US.jpg",,,,,"Wireless Keyboard and Mouse,Rii RK209 2.4G Full-Sized Quiet Wireless Ergonomic Keyboard,Quiet Typing and Clicking,Adjustable 5000 DPI Mouse for PC, for Windows,Mac","https://www.amazon.com/dp/B0DCG66DZR","true",,"$","18.99",,,,"Saturday, January 25","3.9","true","true","108",
,,,,,,,,,"A2FK9EP27A6ZE6","Redragon Shop",,,"https://www.amazon.com/sp?seller=A2FK9EP27A6ZE6","https://m.media-amazon.com/images/I/41rraGc+JTL._AC_US.jpg","https://m.media-amazon.com/images/I/41NZuOHg8mL._AC_US.jpg","https://m.media-amazon.com/images/I/41FQ7UrOS+L._AC_US.jpg","https://m.media-amazon.com/images/I/51Lo5m6p7xL._AC_US.jpg","https://m.media-amazon.com/images/I/41Z7KMLLDPL._AC_US.jpg","https://m.media-amazon.com/images/I/41YBz8DWIiL._AC_US.jpg",,,,,,"Redragon K618 PRO 3-Mode Wireless RGB Mechanical Keyboard, BT/2.4Ghz/Wired Low Profile Win/Mac Gaming Keyboard w/Ultra-Thin Design, Dedicated Media Control & Linear Red Switch","https://www.amazon.com/dp/B098785CL3","true",,"$","64.99",,,,"Saturday, January 25","4.1","true","true","101",
,,,,,,,,,"AZ1RQDED92VC","Womier SHOP",,,"https://www.amazon.com/sp?seller=AZ1RQDED92VC","https://m.media-amazon.com/images/I/41swpcELAKL._AC_US.jpg","https://m.media-amazon.com/images/I/5111BHPd35L._AC_US.jpg","https://m.media-amazon.com/images/I/51qz+aF+otL._AC_US.jpg","https://m.media-amazon.com/images/I/5126sDlwRoL._AC_US.jpg","https://m.media-amazon.com/images/I/41gV09LcmwL._AC_US.jpg","https://m.media-amazon.com/images/I/51s4qa80ChL._AC_US.jpg",,,,,,"Womier 60% Percent Keyboard, WK61 Mechanical RGB Wired Gaming Keyboard, Hot-Swappable Keyboard with Blue Sea PBT Keycaps for Windows PC Gamers - Linear Red Switch","https://www.amazon.com/dp/B0BVVYW6L6","true",,"$","36.99",,,,"Saturday, January 25","4.6","true","true","100",
,,,,,,,,,"A2NKLKXTTCVB4J","GEODMAER",,,"https://www.amazon.com/sp?seller=A2NKLKXTTCVB4J","https://m.media-amazon.com/images/I/41kJSFzR86L._AC_US.jpg","https://m.media-amazon.com/images/I/518JPRod+-L._AC_US.jpg","https://m.media-amazon.com/images/I/611rkeZlxkL._AC_US.jpg","https://m.media-amazon.com/images/I/51fF9HjZD8L._AC_US.jpg","https://m.media-amazon.com/images/I/511Jsl4cuML._AC_US.jpg","https://m.media-amazon.com/images/I/41mHqQPJgKL._AC_US.jpg",,,,"$","22.97","65% Wireless Gaming Keyboard, Rechargeable Backlit Gaming Keyboard, Plug-and-Play, Ultra-Compact Anti-ghosting No-Conflict Keyboard for PC Laptop Windows Gamer (Grey-Black)","https://www.amazon.com/dp/B0BY8M2KMM","true",,"$","19.97",,,,"Saturday, January 25","3.9","true","true","105",
"The CORSAIR K65 RGB MINI 60% Mechanical Gaming Keyboard combines top-level performance with portability. PBT double-shot keycaps deliver exceptional durability with a premium look and feel. With 8,000Hz hyper-polling enabled by AXON hyper-processing technology, CHERRY MX SPEED RGB Silver mechanical keyswitches, and expansive onboard shortcuts, the K65 RGB MINI offers big performance and functionality in a compact design. Vivid per-key RGB backlighting is fully customizable through CORSAIR iCUE software, alongside key remaps, custom macros, and immersive integration with select games. Save up to 50 profiles to take with you anywhere with 8MB of onboard storage. Full N-key rollover, Windows Key Lock mode, and a detachable braided USB Type-C cable make the K65 RGB MINI a high-performance gaming companion at home and on-the-go, so you can win in any space.",,,,,,,,,"A29UTA6YQ2YK7E","Tech Union",,,"https://www.amazon.com/sp?seller=A29UTA6YQ2YK7E","https://m.media-amazon.com/images/I/31CcFrlP3yL._AC_US.jpg","https://m.media-amazon.com/images/I/41YMXNrfuwL._AC_US.jpg","https://m.media-amazon.com/images/I/31FQAd1m7hL._AC_US.jpg","https://m.media-amazon.com/images/I/21YM3nGN2jL._AC_US.jpg","https://m.media-amazon.com/images/I/11HgLsgvPpL._AC_US.jpg","https://m.media-amazon.com/images/I/41ajaC4AXiL._AC_US.jpg","https://m.media-amazon.com/images/I/41fNhtrcMAL._AC_US.jpg",,,,,"Corsair - K65 RGB Mini Wired 60% Mechanical, CH-9194114-NA, Cherry MX Speed Linear Switch Gaming Keyboard with PBT Double-Shot Keycaps - White (Renewed)","https://www.amazon.com/dp/B0BV7HYCDH","true",,"$","48",,,,"Saturday, January 25","4.6","true","true","104",
,,,,,,,,,"A2EDT5J1N8W3CE","Yiershi Store",,,"https://www.amazon.com/sp?seller=A2EDT5J1N8W3CE","https://m.media-amazon.com/images/I/51buaH8AvJL._AC_US.jpg","https://m.media-amazon.com/images/I/51gn2NOm-8L._AC_US.jpg","https://m.media-amazon.com/images/I/514JX0iIWSL._AC_US.jpg","https://m.media-amazon.com/images/I/51BqTutcRWL._AC_US.jpg","https://m.media-amazon.com/images/I/51ozfnq+BeL._AC_US.jpg","https://m.media-amazon.com/images/I/51TFIOHi95L._AC_US.jpg",,,,,,"EWEADN Typewriter Style Mechanical Gaming Keyboard,104 Keys Backlit LED Keyboard, Media Control Knob, Wired Computer Keyboard Pink Switch for Windows/Mac/PC-Purple","https://www.amazon.com/dp/B0D7YWMNNZ","true",,"$","69.99",,,,"January 26 - 31","4.3","true","true","131",
"MINIMALIST. MODERN. MULTI-DEVICE. Own your space with the Logitech K585 Multi-Device Slim Wireless Keyboard – the versatile, design-forward keyboard that fits your curated lifestyle. The compact footprint and sleek modern design bring beauty, comfort, and functionality to any personal, work or office space. WORK SEAMLESSLY WITH EASY-SWITCH. This computer keyboard also works with your smartphone and your tablet. The Easy Switch buttons let you pair and switch between multiple electronic devices. So, you can type on your computer and your phone — which can be placed on the built-in phone cradle for even better multitasking. Connect the way you want via the 2.4 GHz USB receiver and/or Bluetooth wireless technology. WORKS WITH YOUR OS. Use the Logitech keyboard to type on your multiple devices — laptops, tablets, desktops and smartphones. The layout is optimized for both Windows and Mac OS commands. SPACE SAVING PRODUCTIVITY. A compact design helps you get the most out of your workspace. With a numeric keypad and all the keyboard keys you need for great productivity right at hand, there’s less arm extension, so you can work comfortably for longer. 12 FN keys for easy access and media shortcuts. Boost your productivity by customizing your experience with Logi Options+ Software. WHISPER-QUIET TYPING. Slim keyboard switches provide fluid laptop-like typing and ultra-quiet work experience for you and those around you. 24 MONTHS OF STRONG, RELIABLE WIRELESS. Enjoy long battery life (2) thanks to an auto-sleep feature that kicks in when you’re not typing — plus a strong, secure wireless range up to 10m (1). (1) Battery life may vary based on user and computing conditions. (2) Wireless range may vary based on environmental and computing conditions. (3) Latest Logi Options+ version needed",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/419rsmdOEHL._AC_US.jpg","https://m.media-amazon.com/images/I/513Y1U6WrZL._AC_US.jpg","https://m.media-amazon.com/images/I/41UyFEoiR0L._AC_US.jpg","https://m.media-amazon.com/images/I/51l1ZFpEfiL._AC_US.jpg","https://m.media-amazon.com/images/I/41wesXEX+jL._AC_US.jpg","https://m.media-amazon.com/images/I/41UsMbitO1L._AC_US.jpg",,,,"$","49.99","Logitech K585 Multi-Device Slim Wireless Keyboard, Built-in Cradle for Device; for Laptop, Tablet, Desktop, Smartphone, Win/Mac, Bluetooth/Receiver, Compact, Easy Switch, 24 Month Battery - Rose","https://www.amazon.com/dp/B0BL2NDWTX","true",,"$","45.75",,,,"Saturday, January 25","4.4","true","true","132",
,,,,,,,,,"ALSLF3ULUWXC6","Arteck",,,"https://www.amazon.com/sp?seller=ALSLF3ULUWXC6","https://m.media-amazon.com/images/I/51mIgAEAexL._AC_US.jpg","https://m.media-amazon.com/images/I/51M+jSMPnvL._AC_US.jpg","https://m.media-amazon.com/images/I/51Az9YSMc0L._AC_US.jpg","https://m.media-amazon.com/images/I/419g72BiiYL._AC_US.jpg","https://m.media-amazon.com/images/I/51yi+oRCG7L._AC_US.jpg","https://m.media-amazon.com/images/I/51kStqGft2L._AC_US.jpg","https://m.media-amazon.com/images/I/410Hp5qWttL._AC_US.jpg",,,"$","56.99","Arteck Ergonomic USB Wired Keyboard with Cushioned Wrist & Palm Rest, Backlit 7 Colors & Adjustable Brightness Comfortable Natural Split Keyboard with 6 Feet Wire for Windows Computer Desktop Laptop","https://www.amazon.com/dp/B0CGL8X4H6","true",,"$","49.99",,,,"Saturday, January 25","4.4","true","true","103",
